seqnames	start	end	width	gene	Reads	Background	ReadsPerMb	Library
chrX	104253721	104268467	14747	WT	1124318	8.9%	160	zeid_WT_UV300s_hoechst3_cluster13_well18_S410_
chrX	104342048	104356394	14347	WT	1124318	8.9%	160	zeid_WT_UV300s_hoechst3_cluster13_well18_S410_
chr1	155377062	155438953	61892	WT	244968	6.8%	38	zeid_WT_UV300s_hoechst3_cluster13_well24_S416_
chr2	139857541	139895654	38114	WT	244968	6.8%	38	zeid_WT_UV300s_hoechst3_cluster13_well24_S416_
chr2	186436530	186551338	114809	WT	244968	6.8%	38	zeid_WT_UV300s_hoechst3_cluster13_well24_S416_
chr9	70029445	70068023	38579	WT	244968	6.8%	38	zeid_WT_UV300s_hoechst3_cluster13_well24_S416_
chr13	69136329	69162398	26070	WT	244968	6.8%	38	zeid_WT_UV300s_hoechst3_cluster13_well24_S416_
chr15	72379228	72535341	156114	WT	244968	6.8%	38	zeid_WT_UV300s_hoechst3_cluster13_well24_S416_
chr15	74495763	74548268	52506	WT	244968	6.8%	38	zeid_WT_UV300s_hoechst3_cluster13_well24_S416_
chr21	15208789	15287264	78476	WT	244968	6.8%	38	zeid_WT_UV300s_hoechst3_cluster13_well24_S416_
chr4	63179807	63180892	1086	WT	733194	9.4%	106	zeid_WT_UV300s_hoechst3_cluster13_well27_S419_
chr15	60814615	60821665	7051	WT	733194	9.4%	106	zeid_WT_UV300s_hoechst3_cluster13_well27_S419_
chr15	72428953	72554390	125438	WT	733194	9.4%	106	zeid_WT_UV300s_hoechst3_cluster13_well27_S419_
chr15	73989186	74036222	47037	WT	733194	9.4%	106	zeid_WT_UV300s_hoechst3_cluster13_well27_S419_
chr15	89330317	89354382	24066	WT	733194	9.4%	106	zeid_WT_UV300s_hoechst3_cluster13_well27_S419_
chr22	16798576	16805865	7290	WT	733194	9.4%	106	zeid_WT_UV300s_hoechst3_cluster13_well27_S419_
chr2	221028813	221061928	33116	WT	282330	6.1%	44	zeid_WT_UV300s_hoechst3_cluster13_well34_S426_
chr3	94992897	95024306	31410	WT	282330	6.1%	44	zeid_WT_UV300s_hoechst3_cluster13_well34_S426_
chr9	69823371	69965605	142235	WT	282330	6.1%	44	zeid_WT_UV300s_hoechst3_cluster13_well34_S426_
chr15	72514862	72609262	94401	WT	282330	6.1%	44	zeid_WT_UV300s_hoechst3_cluster13_well34_S426_
chr15	74397672	74418484	20813	WT	282330	6.1%	44	zeid_WT_UV300s_hoechst3_cluster13_well34_S426_
chr1	47133175	47211330	78156	WT	838090	6.9%	126	zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr2	111765263	111907370	142108	WT	838090	6.9%	126	zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr2	111959133	112079163	120031	WT	838090	6.9%	126	zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr4	51995765	52080039	84275	WT	838090	6.9%	126	zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr5	20443858	20497852	53995	WT	838090	6.9%	126	zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr8	21963240	21965437	2198	WT	838090	6.9%	126	zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr8	73720382	73744046	23665	WT	838090	6.9%	126	zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr8	120036990	120041457	4468	WT	838090	6.9%	126	zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr9	130785143	130809751	24609	WT	838090	6.9%	126	zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr11	80366543	80381571	15029	WT	838090	6.9%	126	zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr15	72631193	72670896	39704	WT	838090	6.9%	126	zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr15	74043475	74047992	4518	WT	838090	6.9%	126	zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr16	21310738	21338673	27936	WT	838090	6.9%	126	zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr16	22698983	22713268	14286	WT	838090	6.9%	126	zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
chr22	23280709	23304033	23325	WT	838090	6.9%	126	zeid_WT_UV300s_hoechst3_cluster13_well37_S429_
